beta_x,n,oracle_usage_0,oracle_usage_1,oracle_usage_2,oracle_usage_3,posterior_acc,risk_margin_mean,risk_margin_p05,risk_usage_0,risk_usage_1,risk_usage_2,risk_usage_3,route_excess_p95,route_excess_vs_sample_oracle,t,teacher_entropy_norm,teacher_usage_0,teacher_usage_1,teacher_usage_2,teacher_usage_3,v_t
80.0,16384,0.6064453125,0.222900390625,0.11456298828125,0.05609130859375,0.8035888671875,7.25094650988467e-10,0.0,0.8236083984375,0.1763916015625,0.0,0.0,1.4901161193847656e-08,3.5061020753346384e-09,0.019999999552965164,1.0,0.25,0.25,0.25,0.2499999850988388,0.2439037561416626
80.0,16384,0.57562255859375,0.2188720703125,0.130126953125,0.07537841796875,0.79510498046875,4.007461029686965e-10,0.0,0.787109375,0.212890625,0.0,0.0,7.450580596923828e-09,1.936854232553742e-09,0.1495652198791504,1.0,0.25,0.25,0.25,0.25,0.4165037274360657
80.0,16384,0.54144287109375,0.2327880859375,0.14996337890625,0.0758056640625,0.7801513671875,4.660591912397649e-10,0.0,0.7120361328125,0.183349609375,0.0,0.1046142578125,7.450580596923828e-09,1.6894148302526446e-09,0.2791304588317871,1.0,0.25,0.25,0.25,0.25,0.5497029423713684
80.0,16384,0.50018310546875,0.25421142578125,0.16119384765625,0.08441162109375,0.735595703125,4.89421836391557e-10,0.0,0.84344482421875,0.0,0.0,0.15655517578125,5.587935447692871e-09,1.6502497146575479e-09,0.40869566798210144,1.0,0.25,0.25,0.25,0.25,0.6524956822395325
80.0,16384,0.49066162109375,0.2606201171875,0.16497802734375,0.083740234375,0.66778564453125,1.751345735101495e-10,0.0,0.60406494140625,0.30908203125,0.08685302734375,0.0,5.587935447692871e-09,1.4163674677547533e-09,0.5382608771324158,1.0,0.25,0.25,0.25,0.25,0.7318229675292969
80.0,16384,0.4805908203125,0.26580810546875,0.16387939453125,0.0897216796875,0.5531005859375,1.8690116121433675e-10,0.0,0.504150390625,0.3018798828125,0.1939697265625,0.0,4.6566128730773926e-09,1.3365877293836093e-09,0.6678261160850525,1.0,0.25,0.25,0.25,0.25,0.7930418252944946
80.0,16384,0.488037109375,0.26251220703125,0.1597900390625,0.08966064453125,0.43402099609375,1.0408598427602556e-09,0.0,1.0,0.0,0.0,0.0,3.725290298461914e-09,1.2810801308660302e-09,0.7973913550376892,1.0,0.25,0.25,0.25,0.25,0.8402858972549438
80.0,16384,0.4620361328125,0.27447509765625,0.1695556640625,0.09393310546875,0.32940673828125,8.167262421920896e-10,0.0,0.666015625,0.03106689453125,0.0010986328125,0.30181884765625,3.725290298461914e-09,1.2521752523753094e-09,0.9269565939903259,1.0,0.25,0.25,0.25,0.25,0.8767450451850891
80.0,16384,0.4658203125,0.2744140625,0.16998291015625,0.08978271484375,0.25164794921875,3.240074875066057e-12,0.0,0.8948974609375,0.10089111328125,0.00323486328125,0.0009765625,3.725290298461914e-09,1.1312195624668675e-09,1.0565217733383179,1.0,0.25,0.25,0.25,0.25,0.9048812985420227
80.0,16384,0.4610595703125,0.27630615234375,0.1690673828125,0.09356689453125,0.19305419921875,1.1187353265995625e-09,0.0,0.886474609375,0.0,0.1083984375,0.005126953125,3.725290298461914e-09,1.045997066739801e-09,1.1860870122909546,1.0,0.25,0.25,0.25,0.25,0.9265948534011841
80.0,16384,0.450439453125,0.27923583984375,0.1756591796875,0.09466552734375,0.15838623046875,2.2168933355715126e-11,0.0,0.97882080078125,0.01397705078125,0.0072021484375,0.0,2.7939677238464355e-09,9.577121318216086e-10,1.3156522512435913,1.0,0.25,0.25,0.25,0.25,0.9433515071868896
80.0,16384,0.42596435546875,0.28564453125,0.19134521484375,0.0970458984375,0.13702392578125,7.069616003718693e-10,0.0,0.23541259765625,0.0,0.7513427734375,0.01324462890625,2.7939677238464355e-09,8.079013014139491e-10,1.445217490196228,1.0,0.25,0.25,0.25,0.25,0.9562830924987793
80.0,16384,0.414794921875,0.291259765625,0.1922607421875,0.1016845703125,0.124755859375,2.3641177904210053e-10,0.0,0.770751953125,0.0076904296875,0.2215576171875,0.0,2.7939677238464355e-09,7.986642458490678e-10,1.5747824907302856,1.0,0.25,0.25,0.25,0.25,0.9662628173828125
80.0,16384,0.40185546875,0.30633544921875,0.18572998046875,0.1060791015625,0.11553955078125,7.553921932412777e-10,0.0,0.190673828125,0.809326171875,0.0,0.0,1.862645149230957e-09,6.118483497630223e-10,1.7043477296829224,1.0,0.25,0.25,0.25,0.25,0.9739641547203064
80.0,16384,0.36077880859375,0.31134033203125,0.21661376953125,0.11126708984375,0.11102294921875,2.808064891723916e-11,0.0,0.94122314453125,0.0,0.04486083984375,0.013916015625,1.862645149230957e-09,6.604601310300495e-10,1.833912968635559,1.0,0.25,0.25,0.25,0.25,0.9799076318740845
80.0,16384,0.3582763671875,0.309814453125,0.21630859375,0.1156005859375,0.10675048828125,4.8117954065673985e-11,0.0,0.87359619140625,0.10009765625,0.02630615234375,0.0,1.862645149230957e-09,5.564508853694861e-10,1.9634782075881958,1.0,0.25,0.25,0.25,0.25,0.9844942092895508
80.0,16384,0.343994140625,0.322021484375,0.20428466796875,0.12969970703125,0.10406494140625,1.850253283919301e-11,0.0,0.94305419921875,0.05645751953125,0.00048828125,0.0,1.3969838619232178e-09,4.871161252140155e-10,2.093043327331543,1.0,0.25,0.25,0.25,0.25,0.9880338311195374
80.0,16384,0.29681396484375,0.3253173828125,0.23779296875,0.14007568359375,0.1021728515625,1.7499246496299747e-10,0.0,0.22784423828125,0.03131103515625,0.7308349609375,0.010009765625,1.1641532182693481e-09,3.9834446852182737e-10,2.2226085662841797,1.0,0.25,0.25,0.25,0.25,0.9907654523849487
80.0,16384,0.280517578125,0.3326416015625,0.23089599609375,0.15594482421875,0.1014404296875,2.7000623958883807e-12,0.0,0.96142578125,0.02716064453125,0.01141357421875,0.0,1.1641532182693481e-09,4.1036685161088826e-10,2.3521738052368164,1.0,0.25,0.25,0.25,0.25,0.9928736090660095
80.0,16384,0.24810791015625,0.34564208984375,0.24169921875,0.16455078125,0.09906005859375,1.3699263945454732e-11,0.0,0.78570556640625,0.15704345703125,0.0072021484375,0.050048828125,9.313225746154785e-10,3.5770852946370724e-10,2.481739044189453,1.0,0.25,0.25,0.25,0.25,0.9945003986358643
80.0,16384,0.2393798828125,0.3287353515625,0.24505615234375,0.18682861328125,0.09869384765625,1.1758771734093898e-10,0.0,0.081787109375,0.0068359375,0.881591796875,0.02978515625,9.313225746154785e-10,2.800302212335737e-10,2.61130428314209,1.0,0.25,0.25,0.25,0.25,0.9957557320594788
80.0,16384,0.1998291015625,0.32916259765625,0.2733154296875,0.19769287109375,0.09857177734375,6.671996288787341e-12,0.0,0.6434326171875,0.29925537109375,0.0,0.05731201171875,7.566995918750763e-10,2.8111379890560784e-10,2.7408695220947266,1.0,0.25,0.25,0.25,0.25,0.9967247247695923
80.0,16384,0.20233154296875,0.3251953125,0.2611083984375,0.21136474609375,0.09808349609375,4.724043378701026e-11,0.0,0.01373291015625,0.07916259765625,0.8843994140625,0.022705078125,6.402842700481415e-10,2.0671286904416775e-10,2.8704347610473633,1.0,0.25,0.25,0.25,0.25,0.9974722862243652
80.0,16384,0.19927978515625,0.30224609375,0.224609375,0.27386474609375,0.09783935546875,8.062883694037737e-11,0.0,0.0067138671875,0.0888671875,0.009765625,0.8946533203125,4.656612873077393e-10,1.4384404778411408e-10,3.0,1.0,0.25,0.25,0.25,0.25,0.9980493783950806
