beta_eval,mean_expert_mse,oracle_best_mse,oracle_class_mi_norm,oracle_class_purity,oracle_eff_frac_min,oracle_soft_usage_entropy,oracle_usage_entropy,router_class_mi_norm,router_class_purity,router_eff_frac_min,router_mix_mse,router_soft_mse,router_soft_usage_entropy,router_usage_entropy,router_vs_teacher_ce,router_vs_teacher_kl,soft_oracle_mse,variant
0.011335673426195013,0.5523845642089844,0.5523621826171875,0.004780798476161048,0.023799999999999988,0.9215999841690063,0.9999998807907104,0.9993229508399963,0.0055660050607655755,0.015399999999999997,0.006399999838322401,0.5523845642089844,0.5523845825195313,1.0,0.6464767456054688,2.0794413089752197,1.4060869801824083e-08,0.5523845703125,uniform
0.013602808111434014,0.5523336547851563,0.5523113525390625,0.003547668332966927,0.021199999999999997,0.897599995136261,0.9999998807907104,0.999093770980835,0.006436249965264461,0.017799999999999996,0.014399999752640724,0.5523336303710937,0.552333642578125,1.0,0.664760172367096,2.0794413089752197,2.6655072815628955e-08,0.5523336547851563,fixed_class
0.034007020278585036,0.552620361328125,0.5525980773925782,0.002840368176427596,0.016399999999999998,0.8848000168800354,0.9999998807907104,0.9988174438476562,0.0074424382569134445,0.02139999999999999,0.0015999999595806003,0.552620361328125,0.552620361328125,1.0,0.6359027028083801,2.0794413089752197,2.114788877349838e-08,0.5526203735351563,fixed_good
1.621861238115674,0.5525360290527344,0.5525125854492188,0.003009529741080693,0.020199999999999996,0.9151999950408936,1.0,0.9993482828140259,0.007849961988917145,0.015199999999999991,0.03359999880194664,0.5525360107421875,0.5525360229492188,1.0,0.5753990411758423,2.079442262649536,7.284261300810613e-07,0.5525360290527344,hard_cold
0.034007020278585036,0.5523606018066406,0.5523380859375,0.0023409436803069794,0.017199999999999993,0.9007999897003174,0.9999998807907104,0.9992354512214661,0.007331921910878633,0.017199999999999993,0.0015999999595806003,0.552360595703125,0.5523605895996093,0.9999998807907104,0.6237358450889587,2.0794413089752197,1.6514628953245847e-07,0.5523606079101563,theory_anneal
0.002833918356548753,0.5524830505371093,0.5524607177734375,0.0030992831412740077,0.016399999999999998,0.9120000004768372,0.9999998807907104,0.9991813898086548,0.006644916958954531,0.020199999999999996,0.0,0.5524830505371093,0.5524830505371093,1.0,0.6628617644309998,2.0794413089752197,1.7035036492529798e-08,0.5524830505371093,grid_0.00283392
0.008501755069646259,0.5523698791503906,0.5523475952148438,0.002987650252298089,0.01999999999999999,0.9423999786376953,0.9999998807907104,0.9993702173233032,0.00911410683957742,0.017799999999999996,0.03680000081658363,0.5523698425292969,0.5523698852539063,1.0,0.5607020854949951,2.0794413089752197,1.866237475667276e-08,0.5523698852539063,grid_0.00850176
0.014169591782743766,0.5524404296875,0.5524182006835937,0.0026913265999071244,0.017199999999999993,0.9312000274658203,0.9999998807907104,0.9991524815559387,0.0045219634065488505,0.01079999999999999,0.0,0.5524404418945312,0.5524404418945312,1.0,0.5024979710578918,2.0794413089752197,1.0890443746802703e-07,0.5524404418945312,grid_0.0141696
0.034007020278585036,0.5524613708496093,0.5524393188476563,0.002994061473697586,0.0184,0.9455999732017517,0.9999998807907104,0.999761164188385,0.00809215443858726,0.017199999999999993,0.0031999999191612005,0.5524613525390625,0.5524613586425782,1.0,0.6157759428024292,2.0794413089752197,1.9723348287925546e-08,0.5524613586425782,grid_0.034007
0.1664618885367606,0.5523766052246094,0.5523542236328125,0.0033071813025501427,0.019799999999999998,0.9103999733924866,0.9999998807907104,0.9991969466209412,0.008035085512294423,0.014399999999999996,0.00800000037997961,0.5523765991210937,0.552376611328125,1.0,0.5370262861251831,2.0794413089752197,6.541406349924728e-08,0.5523766174316406,grid_0.166462
0.2496928328051409,0.5524582458496093,0.5524355834960938,0.0034870092148849446,0.01899999999999999,0.9455999732017517,0.9999998807907104,0.9998197555541992,0.007324172027099935,0.020599999999999993,0.01759999990463257,0.5524582397460938,0.5524582580566406,1.0,0.6682183742523193,2.079441785812378,3.3313250469291233e-07,0.5524582458496093,grid_0.249693
0.6757755158815308,0.552387255859375,0.5523645629882813,0.004334061923874127,0.02479999999999999,0.91839998960495,1.0,0.9993913173675537,0.004526070769772573,0.017799999999999996,0.024000000208616257,0.552387255859375,0.552387255859375,0.9999998807907104,0.7041043639183044,2.079442024230957,4.2841102754209714e-07,0.5523872680664063,grid_0.675776
